,acreana,acrocephala,acuminata,alata,alba,aria,auristellae,bourgonii,brachyrhachis.aff,brachystachys,brachystachys.aff,brevialata,brevipes,capitata12,capitata33,capitata35,cayennensis,chartacea,cinnamomea,cocleensis,cordatoalata,coruscans,cylindrica,edulis,fastuosa,flagelliformis,fosteriana,glomeriflora,goldmanii,gracilifolia,grandiflora,heterophylla,huberi,ingoides,jenmanii,kursarii,LA17,LA41,LA48,lateriflora,laurina,leiocalycina,leiocalycina.aff,lomatophylla,longiflora,longipedunculata,loubryana,M18,M25,M27,M30,M71,marginata,melinonis,microcoma,multinervis,nobilis,nouragensis,obidensis,oerstediana,paraensis,pezizifera,pezizifera.aff,pitmanii,poeppigiana,punctata,retinocarpa,rubiginosa,ruiziana,sapindoides,sertulifera,setosa,spectabilis,splendens,stipularis,striata,suaveolens,subcapitata,T18,T21,T29,T50,T51,T82,T85,tenuistipula,thibaudiana,tomentosa,ulei,umbellifera,umbellifera.aff,umbratica,velutina,venusta,vera,virgultosa,vismiifolia,Zygia_mediana
thibaudiana,0.075613145,0.044542628,0.158414286,0.194740131,0.197140291,0.204951478,0.216128225,0.149446653,0.172124002,0.134870292,0.130466369,0.13776474,0.121743976,0.154363876,0.176039119,0.164896734,0.17998294,0.091847455,0.124077156,0.183365189,0.220734366,0.135506844,0.168474513,0.309739704,0.158618632,0.114397596,0.087372681,0.158950248,0.167326372,0.152150715,0.243855132,0.117316129,0.148249368,0.094765451,0.199416098,0.123896558,0.137954957,0.12329809,0.104024473,0.159671514,0.160612006,0.33716105,0.132350458,0.147880507,0.353412945,0.220457495,0.132763066,0.147090915,0.122507755,0.21917271,0.150604905,0.178168865,0.29604327,0.032246136,0.102192687,0.03604231,0.128571882,0.094735539,0.160955887,0.213812971,0.20242897,0.170592427,0.108242839,0.05662879,0.264251632,0.432821668,0.216238691,0.372702198,0.199899886,0.077039497,0.166802633,0.141630981,0.213093273,0.223273434,0.15152573,0.126600205,0.108314013,0.090454045,0.027824773,0.13849098,0.105865042,0.239211519,0.084017378,0.189015758,0.057466058,0.107823465,1,0.041544753,0.1393305,0.156093087,0.131976205,0.148501349,0.061527582,0.238244953,0.200818262,0.116230068,0.111364001,0.271234659
tomentosa,0.287089037,0.198157585,0.088096926,0.069636812,0.049186604,0.079459242,0.248694692,0.173633577,0.022704488,0.024288458,0.054966479,0.059003375,0.073368263,0.02273037,0.022547187,0.019856303,0.073982531,0.216074747,0.079919641,0.123381338,0.027365077,0.162780343,0.132601174,0.048019203,0.106779024,0.0611552,0.139847551,0.040323908,0.078132,0.034322186,0.083304966,0.026493549,0.027257678,0.118679411,0.065957113,0.031520353,0.035791452,0.131549303,0.063978894,0.076964866,0.044447944,0.061902536,0.155030899,0.078784102,0.034953719,0.098095227,0.027405876,0.173107081,0.037805027,0.064161509,0.107963508,0.097289282,0.145343096,0.398627286,0.130941163,0.3315998,0.060697178,0.209580845,0.033639519,0.127320918,0.047101743,0.048540596,0.147296361,0.383570171,0.074744979,0.078992432,0.044932542,0.054927209,0.117617237,0.040899482,0.040005955,0.106246884,0.050027145,0.079934975,0.054664025,0.056883444,0.183135433,0.024375674,0.341606166,0.027982556,0.191634308,0.036284908,0.225301437,0.04710007,0.138761007,0.0645331,0.041544753,1,0.048617594,0.049899557,0.094957265,0.065015944,0.151070093,0.07546738,0.050205148,0.037277978,0.08329791,0.053662809
ulei,0.037820005,0.020330285,0.366430442,0.088318356,0.068659617,0.580328895,0.063592405,0.150840579,0.137067871,0.25199345,0.268956789,0.196661618,0.277434896,0.291847304,0.159324267,0.260085628,0.246684599,0.040330003,0.123361252,0.50963994,0.08075841,0.287072022,0.254095105,0.121122257,0.158443989,0.088747118,0.117719208,0.117210513,0.173230574,0.299767793,0.370610741,0.257954961,0.07170476,0.317125893,0.284557804,0.360927333,0.115855386,0.290307807,0.115295769,0.294921663,0.300495369,0.093762491,0.11898622,0.214899478,0.158614742,0.445063356,0.077717263,0.19793497,0.123241787,0.298490818,0.210945666,0.111385557,0.092848012,0.033064578,0.119671047,0.036935998,0.103483267,0.142849212,0.365235828,0.40674051,0.414061083,0.157411839,0.241214553,0.057806246,0.296780711,0.120306833,0.4636379,0.116811404,0.370941943,0.026716163,0.352728801,0.370131725,0.330275858,0.423022457,0.118855131,0.042521727,0.117017502,0.150449755,0.035869392,0.076351178,0.202016401,0.09872893,0.089147742,0.07212581,0.133692345,0.087596573,0.1393305,0.048617594,1,0.094782145,0.129344323,0.171905547,0.101108982,0.374557754,0.478226811,0.174743847,0.13294436,0.330927701
umbellifera,0.064926216,0.043853509,0.123813764,0.131076273,0.200926125,0.164550626,0.085667942,0.198812205,0.142163088,0.2596214,0.281724446,0.281591437,0.260077796,0.129750335,0.14263195,0.129101296,0.118165534,0.087324524,0.129852061,0.130942325,0.13165301,0.127617891,0.169067424,0.211898157,0.136438063,0.326586193,0.09465216,0.133175053,0.197495716,0.114728111,0.18718314,0.238815421,0.122278554,0.096633139,0.315371713,0.092414719,0.119235157,0.124871468,0.114028009,0.112515565,0.284666317,0.151015574,0.141054862,0.10894382,0.163524592,0.145921218,0.232751641,0.110316738,0.218308371,0.333454004,0.121171058,0.154508975,0.110743251,0.029975519,0.117186317,0.04005023,0.134050477,0.093209554,0.271180995,0.152991253,0.153044738,0.127195744,0.091989603,0.065460649,0.198569449,0.158555399,0.165129681,0.160363343,0.173199287,0.037288991,0.296530786,0.120032525,0.147729834,0.168979587,0.200266539,0.078737811,0.122510196,0.066372081,0.033941602,0.160167702,0.103923082,0.363843331,0.097408902,0.15421534,0.056371046,0.139685686,0.156093087,0.049899557,0.094782145,1,0.159955874,0.294879299,0.069889938,0.17134134,0.154594995,0.256468727,0.132410087,0.199607766
umbellifera.aff,0.053674104,0.053849743,0.368837653,0.065696698,0.06964413,0.195236373,0.069292143,0.391808089,0.086530685,0.122150886,0.143963403,0.288525859,0.316161749,0.088507759,0.08896238,0.085698674,0.229971263,0.120909318,0.387945542,0.221061533,0.084469267,0.2014572,0.22314691,0.239004271,0.293272618,0.284952696,0.290842893,0.096740703,0.380708453,0.13790515,0.246903497,0.070493166,0.065385868,0.111282499,0.172669042,0.109974567,0.092536344,0.172313646,0.348764345,0.159169192,0.091960382,0.259269447,0.293894793,0.208342878,0.124951059,0.149028707,0.079237531,0.171115472,0.056756094,0.182131019,0.276123694,0.320907976,0.10258842,0.070833349,0.296151269,0.083190003,0.255103148,0.200253253,0.149835193,0.253575384,0.221636956,0.125604528,0.088243713,0.119564737,0.211547234,0.169684752,0.206824594,0.130785352,0.227499578,0.038393198,0.129091419,0.172238887,0.155444579,0.206870725,0.162523252,0.068502063,0.194652922,0.070224596,0.06751923,0.07259866,0.160090403,0.1270659,0.249903547,0.105019682,0.114566816,0.320670634,0.131976205,0.094957265,0.129344323,0.159955874,1,0.179995606,0.205853142,0.185996426,0.17923055,0.106414997,0.380622918,0.16692075
umbratica,0.061609854,0.030477392,0.17283794,0.1018353,0.218520445,0.202826302,0.089048886,0.244408139,0.104966683,0.375305358,0.552209188,0.44293896,0.376157144,0.12737002,0.108090451,0.1212165,0.219173518,0.059549422,0.159715755,0.192612104,0.104080869,0.181802889,0.25756624,0.177578927,0.267534803,0.316009594,0.119838019,0.131676591,0.248118432,0.17644493,0.253858076,0.349764158,0.091097747,0.152429392,0.467750314,0.146630589,0.121708262,0.251370111,0.166849427,0.179761677,0.330893457,0.139476161,0.171394252,0.187431727,0.149260237,0.174482621,0.26911987,0.187011988,0.302592825,0.424832329,0.194288115,0.173673574,0.141849772,0.046348115,0.235584328,0.055842423,0.169899849,0.146365842,0.339149523,0.254660995,0.22325475,0.211537174,0.168769268,0.084329881,0.220663188,0.158695452,0.20852023,0.148010425,0.220610257,0.03822472,0.470080417,0.180732118,0.18088566,0.197032158,0.172953036,0.087461348,0.141976492,0.09948876,0.054067293,0.136651519,0.172034353,0.169139072,0.130118266,0.131383234,0.083172615,0.119302023,0.148501349,0.065015944,0.171905547,0.294879299,0.179995606,1,0.117632478,0.209939027,0.202350683,0.308178315,0.170905421,0.287117974
velutina,0.035454898,0.023283874,0.142081866,0.027317724,0.032785338,0.133784547,0.029854761,0.210002167,0.026978073,0.052941372,0.101890105,0.123592769,0.17316961,0.036877968,0.027224885,0.028104837,0.178917655,0.047209098,0.147794762,0.145251048,0.035757162,0.109957084,0.102605186,0.101137742,0.460949201,0.148931779,0.700515044,0.034547289,0.23047911,0.071270512,0.140410792,0.054394489,0.02395892,0.125306341,0.116441846,0.05623662,0.030013387,0.101326719,0.179315967,0.107731093,0.036178723,0.094316069,0.113676601,0.104986597,0.045861416,0.088394748,0.024264999,0.190944377,0.058573334,0.092511163,0.154254696,0.117602674,0.066110457,0.062190234,0.189655788,0.093162651,0.167468871,0.225714808,0.066127354,0.143593641,0.075667711,0.074675858,0.100943867,0.108298128,0.087943016,0.089177467,0.08158369,0.057321015,0.089212214,0.020797086,0.095575233,0.130890095,0.066202749,0.094977678,0.064941635,0.02196466,0.155325468,0.046407633,0.101695537,0.024996445,0.302897248,0.046950542,0.089237605,0.045676171,0.100917022,0.137781905,0.061527582,0.151070093,0.101108982,0.069889938,0.205853142,0.117632478,1,0.090974843,0.095674918,0.040314075,0.197195668,0.105446715
venusta,0.072803441,0.035011714,0.44281837,0.156760312,0.103480467,0.540066299,0.113238967,0.209540297,0.213778863,0.26583519,0.299272117,0.285993011,0.265495219,0.317457804,0.234152187,0.313238179,0.302969683,0.071265343,0.163724777,0.487413089,0.127757843,0.359758211,0.368729556,0.226351143,0.237213687,0.154714072,0.134389738,0.185592737,0.226699164,0.380913327,0.461261445,0.263659142,0.110917916,0.267859394,0.431402697,0.33063849,0.178318884,0.260006603,0.148957452,0.289099438,0.326241716,0.172746083,0.168729948,0.234453174,0.259983143,0.491327397,0.124179165,0.257070828,0.141246135,0.359414509,0.199886368,0.161038719,0.153206639,0.040949543,0.139053334,0.046764719,0.151570543,0.152239146,0.32468761,0.476171608,0.480285908,0.266837318,0.248669319,0.073514258,0.452094251,0.198073713,0.540026054,0.216902836,0.540451848,0.043790514,0.346975707,0.389111234,0.431265348,0.48812533,0.22489025,0.081053879,0.179081976,0.182930599,0.045149989,0.124021895,0.237195731,0.182749484,0.117522941,0.148018237,0.103767325,0.132815081,0.238244953,0.07546738,0.374557754,0.17134134,0.185996426,0.209939027,0.090974843,1,0.56014685,0.22767762,0.159765215,0.462012841
vera,0.060357985,0.033302797,0.479748507,0.150373192,0.092458857,0.697740339,0.099602509,0.181116782,0.216908511,0.304462807,0.290278296,0.278647581,0.28652166,0.360441162,0.245861293,0.354656927,0.268818156,0.066417091,0.228725218,0.616337736,0.130952359,0.353738636,0.401565022,0.212650462,0.174426668,0.107110286,0.138098723,0.164750639,0.216821321,0.330501707,0.429934299,0.292610173,0.106315466,0.292294467,0.385908997,0.332377719,0.164248098,0.323635139,0.161895575,0.340535261,0.332062217,0.148265741,0.172440174,0.260918504,0.242375647,0.542019715,0.119662428,0.190413329,0.119121195,0.363228479,0.258112756,0.153136153,0.129550585,0.032850398,0.130129096,0.036362747,0.153959952,0.1432307,0.364194902,0.585607585,0.533442174,0.199346016,0.285888417,0.082251709,0.464575484,0.175390964,0.653245125,0.218097848,0.639221342,0.036295219,0.383084836,0.511760037,0.437353509,0.625712707,0.196456572,0.070348508,0.154525665,0.183417619,0.03096928,0.14133665,0.232290176,0.173980879,0.095362967,0.153361226,0.148417896,0.119659938,0.200818262,0.050205148,0.478226811,0.154594995,0.17923055,0.202350683,0.095674918,0.56014685,1,0.218389114,0.17410076,0.460674446
virgultosa,0.042932046,0.033682852,0.187904963,0.183324523,0.181203383,0.23622653,0.079519456,0.109562442,0.226296991,0.629130379,0.419289964,0.351247418,0.298708471,0.272798556,0.221435628,0.275802892,0.106902624,0.075023551,0.093220378,0.19681102,0.101313316,0.195400945,0.168324499,0.146487075,0.084351937,0.264958428,0.075863015,0.123512771,0.116652506,0.18113772,0.211987368,0.561949732,0.102739353,0.164681262,0.427132285,0.180720654,0.116111897,0.147482653,0.074821236,0.149461962,0.559772011,0.098293742,0.106302293,0.108730671,0.152497577,0.21075265,0.650847249,0.114500544,0.231956097,0.40650761,0.06979172,0.11046309,0.094395624,0.028587228,0.073268727,0.034163376,0.083475979,0.098554486,0.469763356,0.182882834,0.230059377,0.127181011,0.145192061,0.057951775,0.210617749,0.108468382,0.24124011,0.112248992,0.226280848,0.029290188,0.493954951,0.153763437,0.253550341,0.256429174,0.104080358,0.060260596,0.065911051,0.087264195,0.026442385,0.107039307,0.126430984,0.175857787,0.07465752,0.104237164,0.033274608,0.088641802,0.116230068,0.037277978,0.174743847,0.256468727,0.106414997,0.308178315,0.040314075,0.22767762,0.218389114,1,0.084485248,0.228962699
vismiifolia,0.060372082,0.055952247,0.185787148,0.062771595,0.064434877,0.168689686,0.065203299,0.312843602,0.080448906,0.11038666,0.126224917,0.230812412,0.211517856,0.078653484,0.081469248,0.078371507,0.168861373,0.109964159,0.309662226,0.19911901,0.08887395,0.248309176,0.225684707,0.211044034,0.309056695,0.237573,0.252585701,0.104148973,0.318497954,0.131578238,0.265080965,0.062407672,0.066800126,0.101426043,0.154601286,0.106454963,0.09352601,0.180229795,0.724439838,0.126660046,0.083096627,0.215495871,0.242443463,0.163591806,0.117652825,0.155636767,0.059828662,0.146024725,0.05451379,0.151889529,0.233990295,0.249500452,0.10636949,0.07014952,0.225395205,0.089630777,0.392620348,0.1862271,0.132268826,0.245628264,0.196773954,0.123824825,0.105597531,0.116015251,0.20192578,0.153527214,0.174384884,0.126983656,0.200327975,0.034382404,0.126500287,0.179402446,0.134515506,0.15658359,0.174629348,0.064588171,0.18725303,0.06786879,0.072078163,0.087203695,0.167676892,0.128058376,0.188676566,0.113341531,0.117191621,0.238357145,0.111364001,0.08329791,0.13294436,0.132410087,0.380622918,0.170905421,0.197195668,0.159765215,0.17410076,0.084485248,1,0.156970276
Zygia_mediana,0.079296417,0.044703672,0.332683652,0.223984502,0.153064324,0.426969957,0.142228502,0.199999631,0.263764408,0.347516611,0.309704974,0.319563131,0.297746798,0.393258655,0.29078998,0.399148135,0.263973416,0.084024009,0.218704826,0.375224218,0.175591331,0.290116322,0.380853348,0.271914432,0.271360676,0.145674819,0.119855559,0.215407065,0.233632439,0.325254876,0.463722809,0.353863554,0.169744176,0.213843855,0.439066228,0.297826878,0.197083674,0.267140252,0.163649476,0.395529374,0.350644605,0.201668304,0.175461312,0.327714877,0.332628789,0.385726541,0.181146327,0.243831863,0.201270422,0.456703557,0.257411086,0.161891962,0.177319965,0.035215262,0.190283552,0.04620249,0.182254648,0.126181935,0.375817707,0.498422634,0.505643601,0.256146458,0.289262917,0.091031177,0.465592445,0.27284712,0.422017226,0.288506144,0.428397841,0.047579236,0.40420162,0.383005942,0.450605289,0.493464045,0.254924037,0.113866562,0.160424472,0.169504354,0.035102777,0.235722583,0.213699141,0.277454811,0.10516651,0.226805577,0.093987435,0.13074878,0.271234659,0.053662809,0.330927701,0.199607766,0.16692075,0.287117974,0.105446715,0.462012841,0.460674446,0.228962699,0.156970276,1
