sample,compound_number,TIC,norm_TIC,Cosine_Shared,Nshared,Nshared_Major,Percent_Shared
T88_DN948_polar,484,12632,116373,0.588,1,1,0.333
T88_DN948_polar,499,38391,353675,0.922,1,1,0.333
T88_DN948_polar,522,487581,4491720,0.998,1,1,0.5
T88_DN948_polar,530,76734,706899,0.876,1,1,0.333
T88_DN948_polar,544,198391,1827629,0.992,3,2,1
T88_DN948_polar,558,27444,252826,0.991,1,1,0.333
T88_DN948_polar,573,80005,737029,0.999,1,1,1
T88_DN948_polar,583,210270,1937059,0.526,3,3,0.75
T88_DN948_polar,622,1424101,13119162,0.99,3,3,1
T88_DN948_polar,669,334381,3080400,0.944,4,3,1
T88_DN948_polar,673,105737,974082,0.922,1,1,0.333
T88_DN948_polar,676,116457,1072838,0.994,2,2,0.667
T88_DN948_polar,686,22753,209607,0.63,2,1,0.5
T88_DN948_polar,704,12632,116373,0.988,1,1,0.5
T88_DN948_polar,719,76734,706899,0.938,1,1,0.5
T88_DN948_polar,819,1389936,12804427,0.997,1,1,0.5
T88_DN948_polar,915,12584,115928,0.98,1,1,0.5
T88_DN948_polar,930,34393,316839,0.997,1,1,0.5
T88_DN948_polar,1062,8683,79996,0.995,1,1,0.5
T88_DN948_polar,1083,22067,203287,0.796,2,1,1
T88_DN948_polar,1182,23825,219482,1,1,1,1
T88_DN948_polar,1209,36193,333418,1,1,1,1
T88_DN948_polar,1213,10530,97007,0.965,1,1,0.5
T88_DN948_polar,1246,118655,1093080,0.987,2,1,1
T88_DN948_polar,1292,31056,286103,1,1,1,1
T88_DN948_polar,1408,20939,192895,1,1,1,1
T88_DN948_polar,1417,26611,245154,1,1,1,1
T88_DN948_polar,1477,13396,123415,0.999,1,1,1
T88_DN948_polar,1503,27397,252390,0.991,1,1,0.5
T88_DN948_polar,1537,9397,86572,1,1,1,1
T88_DN948_polar,1542,47858,440884,0.506,1,1,0.5
T88_DN948_polar,1640,27647,254694,1,1,1,1
T88_DN948_polar,1721,222894,2053360,0.997,4,4,1
T88_DN948_polar,1748,36128,332821,0.971,2,2,1
T88_DN948_polar,1953,18045,166236,1,1,1,1
T88_DN948_polar,1966,13903,128084,1,1,1,1
T88_DN948_polar,1994,86343,795419,0.502,1,1,0.5
T88_DN948_polar,2003,9660,88993,1,1,1,1
T88_DN948_polar,2004,317599,2925806,1,1,1,1
T88_DN948_polar,2092,202022,1861078,1,1,1,1
T88_DN948_polar,2097,60831,560393,0.996,2,2,1
T88_DN948_polar,2129,24715,227687,1,1,1,1
T88_DN948_polar,2159,60230,554854,0.998,2,2,1
T88_DN948_polar,2184,81032,746492,1,1,1,1
T88_DN948_polar,2292,81582,751554,1,1,1,1
T88_DN948_polar,2306,12951,119310,1,1,1,1
T88_DN948_polar,2312,9517,87679,1,1,1,1
T88_DN948_polar,2447,10071,92777,1,1,1,1
T88_DN948_polar,2611,25540,235289,1,1,1,1
T88_DN948_polar,2690,22144,204003,1,1,1,1
LA61_DN2348_polar,5,559115,3542657,0.907,4,2,0.667
LA61_DN2348_polar,6,1988505,12599536,0.858,13,1,1
LA61_DN2348_polar,13,418638,2652571,0.522,3,3,0.429
LA61_DN2348_polar,14,4869452,30853744,0.992,12,3,1
LA61_DN2348_polar,57,581564,3684902,0.975,7,1,1
LA61_DN2348_polar,76,397559,2519008,0.923,6,1,1
LA61_DN2348_polar,98,1173182,7433498,0.993,5,2,1
LA61_DN2348_polar,119,2247045,14237692,0.608,6,2,1
LA61_DN2348_polar,134,513446,3253292,0.505,3,3,0.231
LA61_DN2348_polar,147,144623,916358,0.931,4,2,0.667
LA61_DN2348_polar,148,42677,270414,0.995,2,2,0.667
LA61_DN2348_polar,149,4442706,28149800,0.518,3,1,0.333
LA61_DN2348_polar,270,36326,230173,0.895,3,2,1
LA61_DN2348_polar,283,577809,3661107,0.78,4,3,0.429
LA61_DN2348_polar,327,8166,51742,0.838,1,1,0.5
LA61_DN2348_polar,347,779523,4939200,0.997,5,4,1
LA61_DN2348_polar,363,9271,58742,0.999,1,1,1
LA61_DN2348_polar,367,31247,197991,0.703,3,1,1
LA61_DN2348_polar,406,1131224,7167646,0.53,8,1,1
LA61_DN2348_polar,427,411967,2610300,0.997,2,1,1
LA61_DN2348_polar,433,4195442,26583090,0.997,5,1,1
LA61_DN2348_polar,484,46744,296180,0.588,1,1,0.333
LA61_DN2348_polar,499,145424,921433,0.503,4,2,0.667
LA61_DN2348_polar,522,874782,5542784,0.998,1,1,0.5
LA61_DN2348_polar,530,86092,545496,0.876,1,1,0.333
LA61_DN2348_polar,573,12691,80415,0.999,1,1,1
LA61_DN2348_polar,583,386366,2448089,0.519,5,3,0.75
LA61_DN2348_polar,596,30530,193448,0.881,2,1,0.333
LA61_DN2348_polar,627,411649,2608288,0.95,2,2,0.5
LA61_DN2348_polar,663,84280,534016,0.781,2,1,1
LA61_DN2348_polar,665,1106468,7010789,0.601,5,3,1
LA61_DN2348_polar,719,86092,545496,0.938,1,1,0.5
LA61_DN2348_polar,727,47083,298332,0.665,2,2,0.333
LA61_DN2348_polar,777,18330,116143,1,1,1,1
LA61_DN2348_polar,804,23714,150259,0.965,2,2,1
LA61_DN2348_polar,880,150182,951581,0.897,1,1,0.333
LA61_DN2348_polar,887,42304,268046,0.851,1,1,0.333
LA61_DN2348_polar,912,15583,98740,0.997,1,1,0.5
LA61_DN2348_polar,918,7686,48702,0.954,1,1,0.5
LA61_DN2348_polar,1101,7277,46112,0.998,1,1,0.5
LA61_DN2348_polar,1184,9999,63361,1,1,1,1
LA61_DN2348_polar,1209,58825,372731,1,1,1,1
LA61_DN2348_polar,1213,62525,396175,0.965,1,1,0.5
LA61_DN2348_polar,1246,12203,77326,1,1,1,1
LA61_DN2348_polar,1253,58530,370862,0.583,3,1,1
LA61_DN2348_polar,1292,15138,95919,1,1,1,1
LA61_DN2348_polar,1295,7124,45143,1,1,1,1
LA61_DN2348_polar,1411,11160,70712,1,1,1,1
LA61_DN2348_polar,1417,140476,890085,1,1,1,1
LA61_DN2348_polar,1467,10510,66598,1,1,1,1
LA61_DN2348_polar,1477,11860,75151,0.999,1,1,1
LA61_DN2348_polar,1534,27557,174611,0.993,1,1,0.5
LA61_DN2348_polar,1542,50776,321731,0.506,1,1,0.5
LA61_DN2348_polar,1572,10334,65479,0.994,1,1,0.5
LA61_DN2348_polar,1667,17971,113869,1,1,1,1
LA61_DN2348_polar,1994,18303,115977,0.502,1,1,0.5
LA61_DN2348_polar,2004,374742,2374440,1,1,1,1
LA61_DN2348_polar,2292,107154,678948,1,1,1,1
LA61_DN2348_polar,2513,24482,155125,1,1,1,1
LA61_DN2348_polar,2548,10893,69022,1,1,1,1
LA61_DN2349_polar,5,974995,6177747,0.712,5,1,0.333
LA61_DN2349_polar,6,1156087,7325178,0.856,15,1,1
LA61_DN2349_polar,13,831331,5267466,0.888,3,3,0.429
LA61_DN2349_polar,14,5247670,33250198,0.987,16,3,1
LA61_DN2349_polar,57,1032086,6539488,0.703,7,1,1
LA61_DN2349_polar,76,180178,1141646,0.594,5,1,1
LA61_DN2349_polar,98,1246867,7900383,0.991,5,2,1
LA61_DN2349_polar,119,1254148,7946516,0.772,4,2,1
LA61_DN2349_polar,134,148223,939168,0.621,3,3,0.231
LA61_DN2349_polar,148,16185,102554,0.958,1,1,0.333
LA61_DN2349_polar,149,4379984,27752382,0.517,3,1,0.333
LA61_DN2349_polar,183,8785,55668,0.868,1,1,0.5
LA61_DN2349_polar,283,426914,2705006,0.821,4,3,0.429
LA61_DN2349_polar,327,18124,114841,0.838,1,1,0.5
LA61_DN2349_polar,347,488972,3098217,0.999,4,4,1
LA61_DN2349_polar,397,13134,83223,0.998,1,1,0.5
LA61_DN2349_polar,406,619422,3924771,0.765,9,1,1
LA61_DN2349_polar,419,421175,2668644,0.965,2,2,0.5
LA61_DN2349_polar,427,497806,3154190,0.969,2,1,1
LA61_DN2349_polar,433,4369367,27685112,0.992,4,1,1
LA61_DN2349_polar,443,51250,324730,0.897,3,1,1
LA61_DN2349_polar,469,15246,96606,0.992,1,1,0.5
LA61_DN2349_polar,484,37345,236626,0.588,1,1,0.333
LA61_DN2349_polar,522,443795,2811972,0.998,1,1,0.5
LA61_DN2349_polar,573,56631,358828,0.999,1,1,1
LA61_DN2349_polar,583,221021,1400435,0.524,4,3,0.75
LA61_DN2349_polar,596,85003,538595,0.985,3,2,0.667
LA61_DN2349_polar,617,6929,43908,0.975,1,1,0.5
LA61_DN2349_polar,663,82410,522166,0.639,2,1,1
LA61_DN2349_polar,777,23037,145969,1,1,1,1
LA61_DN2349_polar,804,23442,148536,0.974,2,2,1
LA61_DN2349_polar,852,121406,769253,0.677,4,1,1
LA61_DN2349_polar,880,154324,977826,0.897,1,1,0.333
LA61_DN2349_polar,900,13726,86972,0.996,1,1,0.333
LA61_DN2349_polar,912,26864,170219,0.997,1,1,0.5
LA61_DN2349_polar,1209,40416,256088,1,1,1,1
LA61_DN2349_polar,1213,39749,251859,0.965,1,1,0.5
LA61_DN2349_polar,1236,10669,67604,1,1,1,1
LA61_DN2349_polar,1292,60380,382580,0.988,2,1,1
LA61_DN2349_polar,1374,9557,60559,1,1,1,1
LA61_DN2349_polar,1410,11553,73202,1,1,1,1
LA61_DN2349_polar,1411,39919,252940,1,1,1,1
LA61_DN2349_polar,1414,9282,58815,1,1,1,1
LA61_DN2349_polar,1417,135406,857958,1,1,1,1
LA61_DN2349_polar,1453,34771,220316,1,1,1,1
LA61_DN2349_polar,1461,10480,66406,0.998,1,1,0.5
LA61_DN2349_polar,1467,10687,67717,1,1,1,1
LA61_DN2349_polar,1477,10025,63525,0.999,1,1,1
LA61_DN2349_polar,1534,19779,125328,0.993,1,1,0.5
LA61_DN2349_polar,1537,12236,77532,1,1,1,1
LA61_DN2349_polar,1542,386404,2448328,0.506,1,1,0.5
LA61_DN2349_polar,1572,10745,68085,0.994,1,1,0.5
LA61_DN2349_polar,1752,6742,42719,0.958,1,1,0.5
LA61_DN2349_polar,1853,34771,220316,0.726,1,1,0.5
LA61_DN2349_polar,1994,21397,135578,0.502,1,1,0.5
LA61_DN2349_polar,2004,393322,2492166,1,1,1,1
LA61_DN2349_polar,2292,79985,506804,1,1,1,1
LA61_DN2349_polar,2513,21894,138730,1,1,1,1
LA61_DN2350_polar,6,1244497,7885361,0.72,14,1,1
LA61_DN2350_polar,13,2507454,15887692,0.952,4,4,0.571
LA61_DN2350_polar,14,7136579,45218670,0.875,17,3,1
LA61_DN2350_polar,76,386639,2449819,0.938,5,1,1
LA61_DN2350_polar,90,16172,102471,0.668,2,1,0.333
LA61_DN2350_polar,98,877640,5560888,0.992,5,2,1
LA61_DN2350_polar,106,96076,608757,0.827,4,2,0.5
LA61_DN2350_polar,119,1351319,8562207,0.866,5,2,1
LA61_DN2350_polar,134,196882,1247486,0.567,3,3,0.231
LA61_DN2350_polar,148,67340,426678,0.995,3,3,1
LA61_DN2350_polar,149,3892090,24660997,0.518,3,1,0.333
LA61_DN2350_polar,225,753177,4772269,0.547,7,2,1
LA61_DN2350_polar,250,562011,3561009,0.507,6,4,1
LA61_DN2350_polar,270,134734,853699,0.934,6,2,1
LA61_DN2350_polar,347,466608,2956514,0.989,4,4,1
LA61_DN2350_polar,367,18134,114905,0.798,2,1,1
LA61_DN2350_polar,405,25410,161004,0.542,3,1,1
LA61_DN2350_polar,406,756792,4795175,0.76,9,1,1
LA61_DN2350_polar,419,2188332,13865674,0.969,3,2,0.5
LA61_DN2350_polar,427,299314,1896513,0.998,2,1,1
LA61_DN2350_polar,433,5571480,35301919,0.874,5,1,1
LA61_DN2350_polar,437,27283,172874,0.851,2,2,0.5
LA61_DN2350_polar,458,33222,210502,1,1,1,1
LA61_DN2350_polar,484,28841,182744,0.588,1,1,0.333
LA61_DN2350_polar,522,357738,2266697,0.998,1,1,0.5
LA61_DN2350_polar,565,56740,359517,0.994,2,2,1
LA61_DN2350_polar,573,10114,64084,0.999,1,1,1
LA61_DN2350_polar,583,257231,1629864,0.518,5,3,0.75
LA61_DN2350_polar,596,54798,347212,0.974,2,1,0.333
LA61_DN2350_polar,636,7193,45579,1,1,1,1
LA61_DN2350_polar,736,23373,148097,0.982,2,2,0.5
LA61_DN2350_polar,777,19207,121703,1,1,1,1
LA61_DN2350_polar,804,18711,118561,0.976,2,2,1
LA61_DN2350_polar,880,234360,1484953,0.897,1,1,0.333
LA61_DN2350_polar,887,40768,258316,0.851,1,1,0.333
LA61_DN2350_polar,912,17865,113198,0.854,2,2,1
LA61_DN2350_polar,918,8069,51127,0.954,1,1,0.5
LA61_DN2350_polar,1062,45436,287896,0.995,1,1,0.5
LA61_DN2350_polar,1101,10527,66703,0.998,1,1,0.5
LA61_DN2350_polar,1163,9119,57783,1,1,1,1
LA61_DN2350_polar,1184,67375,426905,0.993,2,1,1
LA61_DN2350_polar,1193,7928,50234,0.999,1,1,1
LA61_DN2350_polar,1209,50772,321704,1,1,1,1
LA61_DN2350_polar,1213,92810,588066,0.965,1,1,0.5
LA61_DN2350_polar,1253,100713,638137,0.769,3,1,1
LA61_DN2350_polar,1292,23919,151556,1,1,1,1
LA61_DN2350_polar,1295,20961,132818,1,1,1,1
LA61_DN2350_polar,1374,30037,190324,1,1,1,1
LA61_DN2350_polar,1410,7722,48933,1,1,1,1
LA61_DN2350_polar,1417,103455,655511,1,1,1,1
LA61_DN2350_polar,1453,223252,1414566,1,1,1,1
LA61_DN2350_polar,1467,7243,45899,1,1,1,1
LA61_DN2350_polar,1477,7275,46098,0.999,1,1,1
LA61_DN2350_polar,1526,117943,747309,0.509,3,3,0.429
LA61_DN2350_polar,1534,36283,229899,0.993,1,1,0.5
LA61_DN2350_polar,1542,1924311,12192791,0.506,1,1,0.5
LA61_DN2350_polar,1555,7569,47962,0.966,1,1,0.5
LA61_DN2350_polar,1572,8088,51248,0.994,1,1,0.5
LA61_DN2350_polar,1667,21678,137356,1,1,1,1
LA61_DN2350_polar,1853,223252,1414566,0.726,1,1,0.5
LA61_DN2350_polar,1972,7474,47360,0.793,1,1,0.5
LA61_DN2350_polar,1994,81951,519262,0.502,1,1,0.5
LA61_DN2350_polar,2004,382358,2422696,1,1,1,1
LA61_DN2350_polar,2065,7928,50234,0.688,1,1,0.5
LA61_DN2350_polar,2292,98684,625281,1,1,1,1
LA61_DN2350_polar,2513,26392,167230,1,1,1,1
LA61_DN2350_polar,2548,30233,191566,1,1,1,1
LA61_DN2351_polar,6,2140301,13561339,0.954,15,1,1
LA61_DN2351_polar,13,185170,1173272,0.917,5,4,0.571
LA61_DN2351_polar,14,3177126,20130856,0.991,11,3,1
LA61_DN2351_polar,57,782204,4956189,0.962,6,1,1
LA61_DN2351_polar,76,274990,1742392,0.775,5,1,1
LA61_DN2351_polar,98,984837,6240107,0.96,4,2,1
LA61_DN2351_polar,147,265635,1683112,0.666,5,2,0.667
LA61_DN2351_polar,148,28651,181541,0.994,2,2,0.667
LA61_DN2351_polar,149,2597200,16456337,0.518,2,1,0.333
LA61_DN2351_polar,183,18395,116555,0.868,1,1,0.5
LA61_DN2351_polar,270,126146,799286,0.941,4,2,1
LA61_DN2351_polar,321,21579,136733,0.829,2,2,0.667
LA61_DN2351_polar,339,9777,61953,0.998,1,1,0.5
LA61_DN2351_polar,347,787012,4986652,0.999,5,4,1
LA61_DN2351_polar,406,898512,5693141,0.672,8,1,1
LA61_DN2351_polar,419,165369,1047814,0.948,3,2,0.5
LA61_DN2351_polar,427,540447,3424373,0.999,3,1,1
LA61_DN2351_polar,433,2771151,17558524,0.996,4,1,1
LA61_DN2351_polar,452,11718,74248,0.565,1,1,0.333
LA61_DN2351_polar,484,49621,314413,0.588,1,1,0.333
LA61_DN2351_polar,499,100908,639375,0.724,2,1,0.333
LA61_DN2351_polar,522,1205972,7641263,0.998,1,1,0.5
LA61_DN2351_polar,530,101444,642772,0.876,1,1,0.333
LA61_DN2351_polar,565,120352,762574,0.994,2,1,0.5
LA61_DN2351_polar,573,12148,76974,0.999,1,1,1
LA61_DN2351_polar,583,361198,2288617,0.524,5,3,0.75
LA61_DN2351_polar,663,94400,598139,0.836,3,1,1
LA61_DN2351_polar,719,101444,642772,0.938,1,1,0.5
LA61_DN2351_polar,723,16658,105551,0.989,1,1,0.5
LA61_DN2351_polar,777,13017,82482,1,1,1,1
LA61_DN2351_polar,804,8324,52742,0.72,1,1,0.5
LA61_DN2351_polar,880,155213,983460,0.897,1,1,0.333
LA61_DN2351_polar,887,24307,154014,0.851,1,1,0.333
LA61_DN2351_polar,912,20455,129607,0.997,1,1,0.5
LA61_DN2351_polar,918,23222,147143,0.895,2,1,0.5
LA61_DN2351_polar,947,9110,57722,1,1,1,1
LA61_DN2351_polar,1009,8082,51209,0.999,1,1,1
LA61_DN2351_polar,1015,16658,105551,0.997,1,1,0.5
LA61_DN2351_polar,1101,11079,70200,0.998,1,1,0.5
LA61_DN2351_polar,1184,43608,276310,1,1,1,1
LA61_DN2351_polar,1209,40257,255081,1,1,1,1
LA61_DN2351_polar,1213,28033,177627,0.965,1,1,0.5
LA61_DN2351_polar,1236,35251,223361,0.972,2,1,1
LA61_DN2351_polar,1246,39517,250390,0.966,2,1,1
LA61_DN2351_polar,1253,47410,300404,0.781,2,1,1
LA61_DN2351_polar,1292,23900,151440,1,1,1,1
LA61_DN2351_polar,1410,10841,68690,1,1,1,1
LA61_DN2351_polar,1411,11230,71157,1,1,1,1
LA61_DN2351_polar,1417,71671,454124,1,1,1,1
LA61_DN2351_polar,1453,10719,67923,1,1,1,1
LA61_DN2351_polar,1477,15113,95761,0.999,1,1,1
LA61_DN2351_polar,1512,6868,43521,0.999,1,1,1
LA61_DN2351_polar,1534,26882,170330,0.993,1,1,0.5
LA61_DN2351_polar,1542,130342,825876,0.506,1,1,0.5
LA61_DN2351_polar,1667,47603,301622,1,1,1,1
LA61_DN2351_polar,1791,7050,44672,1,1,1,1
LA61_DN2351_polar,1853,10719,67923,0.726,1,1,0.5
LA61_DN2351_polar,1994,7167,45417,0.502,1,1,0.5
LA61_DN2351_polar,2004,373945,2369384,1,1,1,1
LA61_DN2351_polar,2292,107967,684101,1,1,1,1
LA61_DN2351_polar,2513,26292,166592,1,1,1,1
LA61_DN2351_polar,2548,33721,213662,1,1,1,1
T76_DN2163_polar,8,5824222,37775895,0.793,8,3,0.231
T76_DN2163_polar,13,676661,4388823,0.901,4,3,0.429
T76_DN2163_polar,14,8859392,57462001,0.577,23,2,0.667
T76_DN2163_polar,54,8764827,56848658,0.959,16,2,1
T76_DN2163_polar,76,288750,1872835,0.897,6,1,1
T76_DN2163_polar,78,649100,4210065,0.588,5,3,0.6
T76_DN2163_polar,84,2984098,19354856,0.982,8,3,1
T76_DN2163_polar,90,122536,794769,0.854,4,2,0.667
T76_DN2163_polar,98,17920,116235,0.548,1,1,0.5
T76_DN2163_polar,119,2962472,19214588,0.901,8,2,1
T76_DN2163_polar,128,1822260,11819177,0.59,8,3,1
T76_DN2163_polar,144,90169,584841,0.771,3,1,0.5
T76_DN2163_polar,148,253899,1646793,0.988,8,3,1
T76_DN2163_polar,149,2874720,18645430,0.635,7,3,1
T76_DN2163_polar,183,29810,193351,0.692,2,1,0.5
T76_DN2163_polar,193,96989,629072,0.674,3,2,0.5
T76_DN2163_polar,218,404870,2625989,0.965,4,2,1
T76_DN2163_polar,256,3374118,21884528,0.973,10,2,1
T76_DN2163_polar,270,266371,1727681,0.898,7,2,1
T76_DN2163_polar,288,259404,1682497,0.627,4,4,0.8
T76_DN2163_polar,296,206429,1338903,0.613,5,1,1
T76_DN2163_polar,299,17237,111799,0.758,2,2,0.333
T76_DN2163_polar,307,422403,2739710,0.998,4,1,1
T76_DN2163_polar,321,37160,241020,0.747,2,2,0.667
T76_DN2163_polar,347,260520,1689736,0.725,4,4,1
T76_DN2163_polar,363,89063,577663,0.999,1,1,1
T76_DN2163_polar,375,447173,2900368,0.975,3,2,0.4
T76_DN2163_polar,397,602873,3910234,0.713,9,2,1
T76_DN2163_polar,398,444133,2880649,0.532,4,3,0.6
T76_DN2163_polar,419,660630,4284849,0.966,2,2,0.5
T76_DN2163_polar,429,116354,754672,0.631,4,2,1
T76_DN2163_polar,433,3736085,24232242,0.955,10,1,1
T76_DN2163_polar,452,53957,349966,0.591,3,3,1
T76_DN2163_polar,458,310292,2012554,0.53,3,1,1
T76_DN2163_polar,484,167232,1084667,0.588,1,1,0.333
T76_DN2163_polar,493,29877,193788,0.73,3,1,1
T76_DN2163_polar,510,7679,49809,0.924,1,1,0.333
T76_DN2163_polar,522,636468,4128134,0.998,1,1,0.5
T76_DN2163_polar,530,68243,442627,0.876,1,1,0.333
T76_DN2163_polar,558,10087,65427,0.991,1,1,0.333
T76_DN2163_polar,563,236410,1533357,0.99,3,1,1
T76_DN2163_polar,565,159535,1034743,0.779,4,2,1
T76_DN2163_polar,573,31624,205118,0.906,2,1,1
T76_DN2163_polar,583,234690,1522203,0.521,4,3,0.75
T76_DN2163_polar,659,239120,1550938,0.999,3,2,1
T76_DN2163_polar,701,25518,165510,0.956,2,1,1
T76_DN2163_polar,704,185153,1200903,0.987,2,1,0.5
T76_DN2163_polar,719,68243,442627,0.938,1,1,0.5
T76_DN2163_polar,723,20948,135871,0.918,2,2,1
T76_DN2163_polar,729,60833,394563,0.794,3,1,1
T76_DN2163_polar,736,89372,579667,0.979,4,4,1
T76_DN2163_polar,752,17035,110494,0.999,1,1,1
T76_DN2163_polar,777,52040,337533,1,1,1,1
T76_DN2163_polar,828,6448,41826,1,1,1,1
T76_DN2163_polar,880,331053,2147211,0.897,1,1,0.333
T76_DN2163_polar,883,22823,148033,0.97,1,1,0.5
T76_DN2163_polar,912,61566,399322,0.983,2,2,1
T76_DN2163_polar,919,11083,71884,0.881,1,1,0.333
T76_DN2163_polar,935,8312,53916,0.961,1,1,0.5
T76_DN2163_polar,948,30402,197192,0.824,2,2,1
T76_DN2163_polar,1007,210480,1365179,0.87,1,1,0.5
T76_DN2163_polar,1009,7138,46301,0.999,1,1,1
T76_DN2163_polar,1010,13559,87948,1,1,1,1
T76_DN2163_polar,1015,12962,84071,0.997,1,1,0.5
T76_DN2163_polar,1026,7241,46967,0.999,1,1,1
T76_DN2163_polar,1033,10199,66152,0.997,1,1,0.5
T76_DN2163_polar,1062,7986,51799,0.995,1,1,0.5
T76_DN2163_polar,1081,337116,2186536,0.658,1,1,0.5
T76_DN2163_polar,1092,7171,46512,1,1,1,1
T76_DN2163_polar,1101,49751,322686,0.998,1,1,0.5
T76_DN2163_polar,1130,6632,43017,0.751,1,1,0.5
T76_DN2163_polar,1156,34740,225327,0.61,2,1,1
T76_DN2163_polar,1193,45981,298235,0.999,1,1,1
T76_DN2163_polar,1209,30731,199326,1,1,1,1
T76_DN2163_polar,1213,298419,1935547,0.965,1,1,0.5
T76_DN2163_polar,1238,27500,178366,1,1,1,1
T76_DN2163_polar,1246,40993,265882,0.985,2,1,1
T76_DN2163_polar,1393,273025,1770844,0.993,1,1,0.5
T76_DN2163_polar,1410,20240,131281,1,1,1,1
T76_DN2163_polar,1411,13837,89748,1,1,1,1
T76_DN2163_polar,1417,71861,466096,1,1,1,1
T76_DN2163_polar,1431,6227,40394,1,1,1,1
T76_DN2163_polar,1438,585803,3799520,0.715,2,2,1
T76_DN2163_polar,1453,57195,370969,1,1,1,1
T76_DN2163_polar,1495,8592,55731,0.998,1,1,0.5
T76_DN2163_polar,1512,6384,41408,0.999,1,1,1
T76_DN2163_polar,1521,9167,59457,1,1,1,1
T76_DN2163_polar,1530,45613,295850,0.575,3,3,0.6
T76_DN2163_polar,1534,57894,375501,0.993,1,1,0.5
T76_DN2163_polar,1537,8548,55443,1,1,1,1
T76_DN2163_polar,1542,603435,3913880,0.506,1,1,0.5
T76_DN2163_polar,1555,32029,207742,0.999,2,2,1
T76_DN2163_polar,1572,6827,44284,0.994,1,1,0.5
T76_DN2163_polar,1610,8252,53528,1,1,1,1
T76_DN2163_polar,1782,7815,50691,1,1,1,1
T76_DN2163_polar,1791,15611,101259,1,1,1,1
T76_DN2163_polar,1811,27449,178037,1,1,1,1
T76_DN2163_polar,1853,57195,370969,0.726,1,1,0.5
T76_DN2163_polar,1883,209619,1359588,1,1,1,1
T76_DN2163_polar,1918,10075,65347,1,1,1,1
T76_DN2163_polar,1972,12859,83405,0.793,1,1,0.5
T76_DN2163_polar,1999,9329,60510,0.98,1,1,0.5
T76_DN2163_polar,2004,353289,2291432,1,1,1,1
T76_DN2163_polar,2065,45981,298235,0.688,1,1,0.5
T76_DN2163_polar,2129,25963,168397,1,1,1,1
T76_DN2163_polar,2191,8359,54218,1,1,1,1
T76_DN2163_polar,2292,62287,403998,1,1,1,1
T76_DN2163_polar,2302,8302,53851,1,1,1,1
T76_DN2163_polar,2474,6440,41770,1,1,1,1
T76_DN2163_polar,2548,37761,244920,1,1,1,1
T76_DN2163_polar,2585,7676,49787,1,1,1,1
T76_DN2171_polar,8,15967343,103564163,0.795,12,4,0.308
T76_DN2171_polar,13,12800072,83021250,0.959,7,4,0.571
T76_DN2171_polar,14,33415770,216734629,0.566,34,3,1
T76_DN2171_polar,54,20787868,134830077,0.975,21,2,1
T76_DN2171_polar,61,77084,499971,0.687,2,1,0.333
T76_DN2171_polar,76,318636,2066678,0.964,5,1,1
T76_DN2171_polar,84,9055513,58734041,0.974,8,3,1
T76_DN2171_polar,90,291081,1887951,0.864,6,2,0.667
T76_DN2171_polar,98,56492,366408,0.699,3,2,1
T76_DN2171_polar,113,70546,457567,0.938,4,4,0.667
T76_DN2171_polar,119,2125406,13785380,0.897,9,2,1
T76_DN2171_polar,134,388615,2520561,0.542,3,3,0.231
T76_DN2171_polar,144,94072,610155,0.695,2,1,0.5
T76_DN2171_polar,148,125202,812063,0.932,4,3,1
T76_DN2171_polar,149,14130183,91648345,0.747,10,3,1
T76_DN2171_polar,186,61109,396353,0.646,3,3,0.375
T76_DN2171_polar,193,1535292,9957902,0.903,4,3,0.75
T76_DN2171_polar,204,101312,657112,0.989,2,2,1
T76_DN2171_polar,217,22255080,144346414,0.76,10,2,1
T76_DN2171_polar,218,1137808,7379826,0.972,5,2,1
T76_DN2171_polar,223,132064,856567,0.612,5,4,1
T76_DN2171_polar,225,1258695,8163895,0.652,7,2,1
T76_DN2171_polar,232,10024357,65017965,0.887,14,3,1
T76_DN2171_polar,256,3019249,19582849,0.749,12,2,1
T76_DN2171_polar,270,234196,1518997,0.85,7,2,1
T76_DN2171_polar,288,2578172,16722020,0.914,5,5,1
T76_DN2171_polar,299,42367,274795,0.807,2,2,0.333
T76_DN2171_polar,307,1080710,7009489,0.952,7,1,1
T76_DN2171_polar,321,31405,203698,0.972,2,2,0.667
T76_DN2171_polar,347,140665,912354,0.672,3,3,0.75
T76_DN2171_polar,363,35099,227652,0.999,1,1,1
T76_DN2171_polar,375,319179,2070197,0.959,5,3,0.6
T76_DN2171_polar,419,10639862,69010131,0.977,3,3,0.75
T76_DN2171_polar,427,83663,542638,0.606,2,1,1
T76_DN2171_polar,433,20790956,134850106,0.627,9,1,1
T76_DN2171_polar,452,180807,1172720,0.989,3,3,1
T76_DN2171_polar,466,203173,1317781,0.922,4,3,0.75
T76_DN2171_polar,484,88882,576492,0.588,1,1,0.333
T76_DN2171_polar,493,563926,3657624,0.985,4,1,1
T76_DN2171_polar,495,82967,538129,0.768,3,1,1
T76_DN2171_polar,500,111595,723806,0.542,1,1,0.333
T76_DN2171_polar,506,202826,1315534,0.655,3,3,0.429
T76_DN2171_polar,509,131297,851596,0.5,5,2,1
T76_DN2171_polar,518,14687,95266,0.984,1,1,0.333
T76_DN2171_polar,522,442767,2871786,0.998,1,1,0.5
T76_DN2171_polar,530,249079,1615532,0.876,1,1,0.333
